ordem_global	id_protocolo	sujeito	problema_quadro	categoria	tarefa	avaliacao_ce	task_family	artifact_family	fase_protocolo	historico_erros	consecutivos_bin	ultima_avaliacao	feedback_previo	ajuda_previa	repete_familia	posicao_rotulada	erros_anteriores	acertos_anteriores	erros_consecutivos_antes	pred_j48_cv	pred_part_cv
1307	PR0052	S9	02	Transformação	Executar ação do sujeito	C	outra	interface	intermediaria1	3a5	zero	C	0	0	0	7	3	3	0	C	C
1313	PR0052	S9	02	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	intermediaria2	3a5	zero	C	0	0	0	8	3	4	0	C	E
1315	PR0052	S9	02	Transformação	Identificar o elemento representativo	C	simbolo_categoria	outro	intermediaria2	3a5	zero	C	0	0	0	9	3	5	0	C	E
1328	PR0052	S9	02	Transformação	Executar ação do sujeito	C	outra	interface	intermediaria2	3a5	zero	C	1	1	0	10	3	6	0	C	C
1333	PR0053	S9	04	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	E
1335	PR0053	S9	04	Composição	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1345	PR0053	S9	04	Composição	Associar um elemento ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
1350	PR0054	S9	04	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1352	PR0054	S9	04	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1355	PR0054	S9	04	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
1357	PR0054	S9	04	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	zero	zero	C	0	0	0	4	0	3	0	E	C
1359	PR0054	S9	04	Comparação	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	0	5	0	4	0	E	C
1362	PR0054	S9	04	Comparação	Informar o resultado	C	resultado	campo_resultado	intermediaria1	zero	zero	C	1	0	0	6	0	5	0	C	C
1367	PR0055	S9	06	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1369	PR0055	S9	06	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1372	PR0055	S9	06	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
1374	PR0055	S9	06	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	zero	zero	C	0	0	0	4	0	3	0	C	C
1376	PR0055	S9	06	Comparação	Associar incorretamente um elemento ao modelo	E	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	0	5	0	4	0	E	C
1379	PR0055	S9	06	Comparação	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	1	1	1	6	1	4	1	C	C
1380	PR0055	S9	06	Comparação	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	7	1	5	0	C	C
1382	PR0055	S9	06	Comparação	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria2	1a2	zero	C	1	0	1	8	1	6	0	C	C
1383	PR0055	S9	06	Comparação	Executar ação do sujeito	C	outra	interface	intermediaria2	1a2	zero	C	0	0	0	9	1	7	0	C	C
1389	PR0056	S13.07.10	01	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1391	PR0056	S13.07.10	01	Composição	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1393	PR0056	S13.07.10	01	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
1395	PR0056	S13.07.10	01	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	4	0	3	0	C	C
1397	PR0056	S13.07.10	01	Composição	Associar o todo ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	1	0	1	5	0	4	0	C	C
1403	PR0057	S13.07.10	02	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1405	PR0057	S13.07.10	02	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1407	PR0057	S13.07.10	02	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	E
1411	PR0057	S13.07.10	02	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	0	0	1	4	1	2	1	C	C
1413	PR0057	S13.07.10	02	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	5	1	3	0	C	C
1415	PR0057	S13.07.10	02	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	6	1	4	0	C	C
1417	PR0057	S13.07.10	02	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	1a2	zero	C	0	0	0	7	1	5	0	E	C
1419	PR0057	S13.07.10	02	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria2	1a2	zero	C	0	0	0	8	1	6	0	E	C
1425	PR0057	S13.07.10	02	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria2	1a2	um	E	1	0	1	9	2	6	1	C	C
1431	PR0058	S13.07.10	03	Composição	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1435	PR0058	S13.07.10	03	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	E
1437	PR0058	S13.07.10	03	Composição	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	1a2	zero	C	0	0	0	3	1	1	0	C	C
1439	PR0058	S13.07.10	03	Composição	Associar incorretamente uma parte ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	0	4	1	2	0	E	E
1443	PR0058	S13.07.10	03	Composição	Associar o todo ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	0	0	1	5	2	2	1	C	C
1445	PR0058	S13.07.10	03	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	6	2	3	0	C	C
1447	PR0058	S13.07.10	03	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	1	0	1	7	2	4	0	C	C
1453	PR0059	S13.07.10	04	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1455	PR0059	S13.07.10	04	Transformação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	E	C
1457	PR0059	S13.07.10	04	Transformação	Associar o estado inicial ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
1459	PR0059	S13.07.10	04	Transformação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	4	0	3	0	C	C
1461	PR0059	S13.07.10	04	Transformação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	zero	zero	C	0	0	0	5	0	4	0	E	C
1463	PR0059	S13.07.10	04	Transformação	Associar o estado final ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	1	0	0	6	0	5	0	E	C
1469	PR0060	S13.07.10	05	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1471	PR0060	S13.07.10	05	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1473	PR0060	S13.07.10	05	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	E
1475	PR0060	S13.07.10	05	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	zero	zero	C	0	0	0	4	0	3	0	C	C
1477	PR0060	S13.07.10	05	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	0	5	0	4	0	E	E
1479	PR0060	S13.07.10	05	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	1	0	1	6	0	5	0	C	C
1485	PR0061	S13.07.10	06	Transformação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1489	PR0061	S13.07.10	06	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	C
1491	PR0061	S13.07.10	06	Transformação	Definir o sinal do número relativo	C	sinal	controle_sinal	inicio	1a2	zero	C	0	0	0	3	1	1	0	E	C
1497	PR0062	S13.07.10	07	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1499	PR0062	S13.07.10	07	Transformação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1501	PR0062	S13.07.10	07	Transformação	Associar o estado final ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
1503	PR0062	S13.07.10	07	Transformação	Definir o sinal do número relativo	E	sinal	controle_sinal	intermediaria1	zero	zero	C	0	0	0	4	0	3	0	E	C
1505	PR0062	S13.07.10	07	Transformação	Associar incorretamente o estado inicial ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	um	E	1	1	0	5	1	3	1	E	C
1507	PR0062	S13.07.10	07	Transformação	Definir o sinal do número relativo	E	sinal	controle_sinal	intermediaria1	1a2	dois	E	1	1	0	6	2	3	2	E	E
1511	PR0062	S13.07.10	07	Transformação	Associar o estado inicial ao modelo	C	posicionamento	diagrama	intermediaria1	3a5	tresmais	E	0	0	0	7	3	3	3	E	C
1517	PR0063	S13.07.10	08	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1519	PR0063	S13.07.10	08	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1521	PR0063	S13.07.10	08	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
1523	PR0063	S13.07.10	08	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	1	1	1	4	1	2	1	E	C
1525	PR0063	S13.07.10	08	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	5	1	3	0	C	C
1527	PR0063	S13.07.10	08	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	1a2	zero	C	0	0	0	6	1	4	0	E	C
1529	PR0063	S13.07.10	08	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	0	7	1	5	0	E	C
1531	PR0063	S13.07.10	08	Comparação	Executar ação do sujeito	C	outra	interface	intermediaria2	1a2	um	E	1	1	0	8	2	5	1	E	C
1537	PR0064	S14.07.10	01	Comparação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1541	PR0064	S14.07.10	01	Comparação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	C
1545	PR0064	S14.07.10	01	Comparação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	1a2	dois	E	0	0	1	3	2	0	2	E	C
1552	PR0064	S14.07.10	01	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	intermediaria1	3a5	tresmais	E	0	0	1	4	3	0	3	E	C
1554	PR0064	S14.07.10	01	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	intermediaria1	3a5	zero	C	0	0	0	5	3	1	0	C	C
1556	PR0064	S14.07.10	01	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria1	3a5	zero	C	0	0	0	6	3	2	0	E	E
1560	PR0064	S14.07.10	01	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria1	3a5	um	E	0	0	1	7	4	2	1	C	C
1564	PR0064	S14.07.10	01	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	dois	E	0	1	1	8	5	2	2	E	C
1566	PR0064	S14.07.10	01	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria2	3a5	zero	C	0	0	0	9	5	3	0	C	C
1568	PR0064	S14.07.10	01	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	zero	C	0	0	0	10	5	4	0	E	E
1570	PR0064	S14.07.10	01	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	zero	C	1	0	1	11	5	5	0	C	C
1575	PR0064	S14.07.10	01	Comparação	Identificar o tipo de problema	E	categoria	menu_categoria	intermediaria2	3a5	zero	C	0	0	0	12	5	6	0	C	C
1577	PR0064	S14.07.10	01	Comparação	Identificar o elemento representativo	E	simbolo_categoria	outro	intermediaria2	6mais	um	E	0	0	0	13	6	6	1	C	E
1579	PR0064	S14.07.10	01	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria2	6mais	dois	E	0	0	0	14	7	6	2	E	E
1581	PR0064	S14.07.10	01	Comparação	Associar o estado final ao modelo	C	posicionamento	diagrama	intermediaria2	6mais	zero	C	0	0	1	15	7	7	0	C	C
1583	PR0064	S14.07.10	01	Comparação	Associar o estado inicial ao modelo	C	posicionamento	diagrama	tardia	6mais	zero	C	1	0	1	16	7	8	0	C	C
1589	PR0065	S14.07.10	03	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1591	PR0065	S14.07.10	03	Composição	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1593	PR0065	S14.07.10	03	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	E
1595	PR0065	S14.07.10	03	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	4	0	3	0	C	C
1597	PR0065	S14.07.10	03	Composição	Associar o todo ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	1	0	1	5	0	4	0	C	C
1603	PR0066	S14.07.10	04	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1607	PR0066	S14.07.10	04	Composição	Identificar o elemento representativo	E	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1610	PR0066	S14.07.10	04	Composição	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	1a2	um	E	0	0	0	3	1	1	1	E	C
1614	PR0066	S14.07.10	04	Composição	Identificar o tipo de problema	E	categoria	menu_categoria	intermediaria1	1a2	dois	E	0	0	1	4	2	1	2	E	E
1616	PR0066	S14.07.10	04	Composição	Identificar o elemento representativo	E	simbolo_categoria	outro	intermediaria1	3a5	tresmais	E	0	0	0	5	3	1	3	C	C
1618	PR0066	S14.07.10	04	Composição	Associar o estado inicial ao modelo	C	posicionamento	diagrama	intermediaria1	3a5	tresmais	E	0	0	0	6	4	1	4	E	C
1620	PR0066	S14.07.10	04	Composição	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	3a5	zero	C	0	0	1	7	4	2	0	C	C
1624	PR0066	S14.07.10	04	Composição	Associar o estado final ao modelo	C	posicionamento	diagrama	intermediaria2	3a5	zero	C	1	1	1	8	4	3	0	C	C
1630	PR0067	S14.07.10	05	Composição	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1634	PR0067	S14.07.10	05	Composição	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	C
1638	PR0067	S14.07.10	05	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	dois	E	0	0	1	3	2	0	2	E	C
1640	PR0067	S14.07.10	05	Composição	Identificar o elemento representativo	C	simbolo_categoria	outro	intermediaria1	1a2	zero	C	0	0	0	4	2	1	0	C	C
1642	PR0067	S14.07.10	05	Composição	Associar incorretamente o estado inicial ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	0	5	2	2	0	E	C
1650	PR0067	S14.07.10	05	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	3a5	um	E	1	1	1	6	3	2	1	E	C
1655	PR0067	S14.07.10	05	Composição	Identificar o tipo de problema	E	categoria	menu_categoria	intermediaria1	3a5	zero	C	0	0	0	7	3	3	0	C	C
1659	PR0067	S14.07.10	05	Composição	Identificar o tipo de problema	E	categoria	menu_categoria	intermediaria2	3a5	um	E	0	0	1	8	4	3	1	E	C
1661	PR0067	S14.07.10	05	Composição	Identificar o elemento representativo	E	simbolo_categoria	outro	intermediaria2	3a5	dois	E	0	0	0	9	5	3	2	E	E
1663	PR0067	S14.07.10	05	Composição	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria2	6mais	tresmais	E	0	0	0	10	6	3	3	E	E
1669	PR0068	S14.07.10	07	Transformação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	E
1673	PR0068	S14.07.10	07	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	C
1675	PR0068	S14.07.10	07	Transformação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	1a2	zero	C	0	0	0	3	1	1	0	C	C
1677	PR0068	S14.07.10	07	Transformação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	1a2	zero	C	0	0	0	4	1	2	0	C	C
1683	PR0069	S14.07.10	08	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1685	PR0069	S14.07.10	08	Comparação	Identificar o elemento representativo	C	simbolo_categoria	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1687	PR0069	S14.07.10	08	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
1689	PR0069	S14.07.10	08	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	um	E	1	1	1	4	1	2	1	C	C
1693	PR0069	S14.07.10	08	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	dois	E	0	0	1	5	2	2	2	C	C
1696	PR0069	S14.07.10	08	Comparação	Associar incorretamente o número relativo ao modelo	E	posicionamento	diagrama	intermediaria1	3a5	tresmais	E	0	0	1	6	3	2	3	C	C
1700	PR0069	S14.07.10	08	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	3a5	tresmais	E	0	0	1	7	4	2	4	C	C
1702	PR0069	S14.07.10	08	Comparação	Definir o sinal do número relativo	E	sinal	controle_sinal	intermediaria2	3a5	zero	C	0	0	0	8	4	3	0	C	C
1706	PR0069	S14.07.10	08	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria2	3a5	um	E	1	0	0	9	5	3	1	E	C
1710	PR0069	S14.07.10	08	Comparação	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria2	6mais	dois	E	0	1	1	10	6	3	2	C	C
1716	PR0070	Sujeito	01	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	E
1722	PR0070	Sujeito	01	Composição	Associar incorretamente uma parte ao modelo	E	posicionamento	diagrama	inicio	zero	zero	C	1	0	0	2	0	1	0	E	C
1728	PR0070	Sujeito	01	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	1a2	um	E	0	0	1	3	1	1	1	C	C
1732	PR0070	Sujeito	01	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	4	1	2	0	C	C
1736	PR0070	Sujeito	01	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	5	1	3	0	C	C
1739	PR0070	Sujeito	01	Composição	Associar um elemento ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	1	0	1	6	1	4	0	C	C
1745	PR0071	Sujeito	02	Composição	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1751	PR0071	Sujeito	02	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	1a2	um	E	0	0	1	2	1	0	1	E	C
1757	PR0071	Sujeito	02	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	inicio	1a2	zero	C	0	1	0	3	1	1	0	E	E
1761	PR0071	Sujeito	02	Composição	Associar uma parte ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	4	1	2	0	C	C
1765	PR0071	Sujeito	02	Composição	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	5	1	3	0	C	C
1770	PR0071	Sujeito	02	Composição	Identificar o tipo de problema	C	categoria	menu_categoria	intermediaria1	1a2	zero	C	0	0	0	6	1	4	0	C	C
1802	PR0072	Sujeito	04	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	E
1806	PR0072	Sujeito	04	Transformação	Associar o estado inicial ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	1	0	2	0	1	0	E	E
1808	PR0072	Sujeito	04	Transformação	Associar o número relativo ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	1	1	3	0	2	0	C	C
1812	PR0072	Sujeito	04	Transformação	Associar o estado final ao modelo	C	posicionamento	diagrama	intermediaria1	zero	zero	C	0	0	1	4	0	3	0	C	C
1817	PR0073	Sujeito	05	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1826	PR0073	Sujeito	05	Transformação	Associar o estado final ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	1	0	2	0	1	0	E	C
1829	PR0073	Sujeito	05	Transformação	Associar o estado inicial ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
1832	PR0073	Sujeito	05	Transformação	Associar incorretamente o número relativo ao modelo	E	posicionamento	diagrama	intermediaria1	zero	zero	C	0	1	1	4	0	3	0	C	C
1841	PR0073	Sujeito	05	Transformação	Identificar o tipo de problema	C	categoria	menu_categoria	intermediaria1	1a2	um	E	0	0	0	5	1	3	1	E	C
1845	PR0073	Sujeito	05	Transformação	Associar incorretamente o estado inicial ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	1	0	6	1	4	0	E	C
1850	PR0073	Sujeito	05	Transformação	Associar o estado final ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	0	1	1	7	2	4	1	E	C
1852	PR0073	Sujeito	05	Transformação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria2	1a2	zero	C	0	1	1	8	2	5	0	C	C
1854	PR0073	Sujeito	05	Transformação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria2	1a2	zero	C	0	0	1	9	2	6	0	C	C
1855	PR0073	Sujeito	05	Transformação	Informar o resultado	C	resultado	campo_resultado	intermediaria2	1a2	zero	C	0	0	0	10	2	7	0	E	C
1861	PR0073	Sujeito	05	Transformação	Executar ação do sujeito	C	outra	interface	intermediaria2	1a2	zero	C	1	0	0	11	2	8	0	C	C
1866	PR0074	Sujeito	06	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1871	PR0074	Sujeito	06	Comparação	Executar ação do sujeito	C	outra	interface	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
1878	PR0075	Sujeito	07	Comparação	Identificar o tipo de problema	C	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
1882	PR0075	Sujeito	07	Comparação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	1	0	2	0	1	0	E	C
1886	PR0075	Sujeito	07	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	inicio	1a2	um	E	0	0	1	3	1	1	1	C	C
1891	PR0075	Sujeito	07	Comparação	Associar o número relativo ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	4	1	2	0	C	C
1893	PR0075	Sujeito	07	Comparação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	1a2	zero	C	0	0	0	5	1	3	0	E	C
1897	PR0075	Sujeito	07	Comparação	Executar ação do sujeito	E	outra	interface	intermediaria1	1a2	zero	C	0	0	0	6	1	4	0	E	C
1901	PR0075	Sujeito	07	Comparação	Associar uma medida da comparação ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	0	0	0	7	2	4	1	E	C
1915	PR0076	S21.07.10	01	Transformação	Identificar o tipo de problema	E	categoria	menu_categoria	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	C
1925	PR0076	S21.07.10	01	Transformação	Associar o número relativo ao modelo	C	posicionamento	diagrama	inicio	1a2	um	E	0	0	0	2	1	0	1	E	E
1935	PR0076	S21.07.10	01	Transformação	Associar incorretamente o número relativo ao modelo	E	posicionamento	diagrama	inicio	1a2	zero	C	0	0	1	3	1	1	0	C	C
1945	PR0076	S21.07.10	01	Transformação	Associar incorretamente o número relativo ao modelo	E	posicionamento	diagrama	intermediaria1	1a2	um	E	0	0	1	4	2	1	1	E	E
1949	PR0076	S21.07.10	01	Transformação	Definir o sinal do número relativo	E	sinal	controle_sinal	intermediaria1	3a5	dois	E	0	0	0	5	3	1	2	E	E
1960	PR0076	S21.07.10	01	Transformação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	3a5	tresmais	E	0	0	1	6	4	1	3	E	E
1964	PR0076	S21.07.10	01	Transformação	Definir o sinal do número relativo	C	sinal	controle_sinal	intermediaria1	3a5	zero	C	0	0	1	7	4	2	0	E	C
1966	PR0076	S21.07.10	01	Transformação	Identificar o tipo de problema	E	categoria	menu_categoria	intermediaria2	3a5	zero	C	0	0	0	8	4	3	0	E	E
1978	PR0076	S21.07.10	01	Transformação	Associar incorretamente uma medida da comparação ao modelo	E	posicionamento	diagrama	intermediaria2	3a5	um	E	0	0	0	9	5	3	1	C	C
