ordem_global	id_protocolo	sujeito	problema_quadro	categoria	tarefa	avaliacao_ce	task_family	artifact_family	fase_protocolo	historico_erros	consecutivos_bin	ultima_avaliacao	feedback_previo	ajuda_previa	repete_familia	posicao_rotulada	erros_anteriores	acertos_anteriores	erros_consecutivos_antes	pred_j48_cv	pred_part_cv
2568	PR0099	Michele	P3	Transformação	Informar valor ou número relativo no modelo	C	resultado	campo_resultado	intermediaria1	1a2	zero	C	0	0	0	6	2	3	0	C	C
2575	PR0100	Michele	P4	Comparação	Selecionar a legenda Comparação	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2578	PR0100	Michele	P4	Comparação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	E
2579	PR0100	Michele	P4	Comparação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
2580	PR0100	Michele	P4	Comparação	Informar valor ou número relativo no modelo	C	resultado	outro	intermediaria1	zero	zero	C	0	0	0	4	0	3	0	C	C
2587	PR0101	Michele	P5	Comparação	Selecionar a legenda Comparação	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2590	PR0101	Michele	P5	Comparação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	E
2591	PR0101	Michele	P5	Comparação	Associar valor do enunciado a um elemento do modelo	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
2594	PR0101	Michele	P5	Comparação	Associar valor do enunciado a um elemento do modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	1	0	1	4	1	2	1	C	C
2595	PR0101	Michele	P5	Comparação	Informar valor ou número relativo no modelo	C	resultado	outro	intermediaria1	1a2	zero	C	0	0	0	5	1	3	0	C	C
2602	PR0102	Michele	Segundo teste - P1	Composição	Selecionar a legenda Composição	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2605	PR0102	Michele	Segundo teste - P1	Composição	Associar valor do enunciado a um elemento do modelo	C	posicionamento	outro	inicio	zero	zero	C	0	0	0	2	0	1	0	C	C
2606	PR0102	Michele	Segundo teste - P1	Composição	Associar valor do enunciado a um elemento do modelo	C	posicionamento	outro	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
2608	PR0102	Michele	Segundo teste - P1	Composição	Informar resultado ou valor no modelo	E	resultado	diagrama	intermediaria1	zero	zero	C	0	1	0	4	0	3	0	C	C
2610	PR0102	Michele	Segundo teste - P1	Composição	Solicitar a dica da interface	C	ajuda	outro	intermediaria1	1a2	um	E	1	1	0	5	1	3	1	E	E
2612	PR0102	Michele	Segundo teste - P1	Composição	Manipular elementos concretos da ajuda	C	ajuda	diagrama	intermediaria1	1a2	zero	C	0	1	1	6	1	4	0	C	E
2614	PR0102	Michele	Segundo teste - P1	Composição	Manipular elementos concretos da ajuda	C	ajuda	diagrama	intermediaria1	1a2	zero	C	0	0	1	7	1	5	0	C	C
2616	PR0102	Michele	Segundo teste - P1	Composição	Manipular elementos concretos da ajuda	C	ajuda	diagrama	intermediaria2	1a2	zero	C	0	0	1	8	1	6	0	C	C
2618	PR0102	Michele	Segundo teste - P1	Composição	Manipular elementos concretos da ajuda	C	ajuda	diagrama	intermediaria2	1a2	zero	C	0	0	1	9	1	7	0	C	C
2620	PR0102	Michele	Segundo teste - P1	Composição	Manipular elementos concretos da ajuda	C	ajuda	diagrama	intermediaria2	1a2	zero	C	0	0	1	10	1	8	0	C	C
2622	PR0102	Michele	Segundo teste - P1	Composição	Manipular elementos concretos da ajuda	C	ajuda	diagrama	intermediaria2	1a2	zero	C	0	0	1	11	1	9	0	C	C
2624	PR0102	Michele	Segundo teste - P1	Composição	Manipular elementos concretos da ajuda	C	ajuda	diagrama	intermediaria2	1a2	zero	C	0	0	1	12	1	10	0	C	C
2626	PR0102	Michele	Segundo teste - P1	Composição	Manipular elementos concretos da ajuda	C	ajuda	diagrama	intermediaria2	1a2	zero	C	0	0	1	13	1	11	0	C	C
2628	PR0102	Michele	Segundo teste - P1	Composição	Manipular elementos concretos da ajuda	C	ajuda	diagrama	intermediaria2	1a2	zero	C	0	0	1	14	1	12	0	C	C
2630	PR0102	Michele	Segundo teste - P1	Composição	Manipular elementos concretos da ajuda	C	ajuda	diagrama	intermediaria2	1a2	zero	C	0	0	1	15	1	13	0	C	C
2632	PR0102	Michele	Segundo teste - P1	Composição	Manipular elementos concretos da ajuda	C	ajuda	diagrama	tardia	1a2	zero	C	0	0	1	16	1	14	0	C	C
2636	PR0102	Michele	Segundo teste - P1	Composição	Informar resultado ou valor no modelo	C	resultado	diagrama	tardia	1a2	zero	C	0	0	0	17	1	15	0	C	C
2641	PR0103	Michele	Segundo teste - P3	Transformação	Ler o enunciado do problema	E	leitura	confirmacao	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	E
2657	PR0103	Michele	Segundo teste - P3	Transformação	Informar resultado ou valor no modelo	C	resultado	diagrama	inicio	1a2	um	E	0	1	0	2	1	0	1	E	E
2659	PR0103	Michele	Segundo teste - P3	Transformação	Informar resultado ou valor no modelo	C	resultado	confirmacao	inicio	1a2	zero	C	0	1	1	3	1	1	0	C	C
2664	PR0104	Michele	Segundo teste - P2	Transformação	Confirmar a mensagem da interface	E	confirmacao	confirmacao	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	E	E
2666	PR0104	Michele	Segundo teste - P2	Transformação	Confirmar a mensagem da interface	E	confirmacao	confirmacao	inicio	1a2	um	E	1	0	1	2	1	0	1	E	E
2668	PR0104	Michele	Segundo teste - P2	Transformação	Confirmar a mensagem da interface	E	confirmacao	confirmacao	inicio	1a2	dois	E	1	0	1	3	2	0	2	E	E
2675	PR0104	Michele	Segundo teste - P2	Transformação	Realizar ação no modelo	C	outra	diagrama	intermediaria1	3a5	tresmais	E	1	1	0	4	3	0	3	E	E
2677	PR0104	Michele	Segundo teste - P2	Transformação	Realizar ação no modelo	C	outra	confirmacao	intermediaria1	3a5	zero	C	0	1	1	5	3	1	0	E	E
2683	PR0105	Valderlangela	03	Transformação	Identificar o tipo de problema	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2686	PR0105	Valderlangela	03	Transformação	Associar o estado final ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	C
2687	PR0105	Valderlangela	03	Transformação	Associar incorretamente o valor gasto ao estado inicial	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	1	3	0	2	0	C	C
2693	PR0105	Valderlangela	AJ02	Transformação	Executar a ação na ajuda	C	ajuda	ajuda_concreta	intermediaria1	1a2	um	E	0	1	0	4	1	2	1	E	E
2695	PR0105	Valderlangela	AJ02	Transformação	Informar valor na ajuda	C	resultado	campo_resultado	intermediaria1	1a2	zero	C	0	1	0	5	1	3	0	C	C
2699	PR0105	Valderlangela	03	Transformação	Repetir associação incorreta do valor gasto	E	outra	diagrama	intermediaria1	1a2	zero	C	0	0	0	6	1	4	0	E	C
2700	PR0105	Valderlangela	03	Transformação	Associar o estado final ao modelo	C	posicionamento	diagrama	intermediaria1	1a2	um	E	0	0	0	7	2	4	1	E	E
2705	PR0105	Valderlangela	03	Transformação	Repetir associação incorreta do valor gasto	E	outra	diagrama	intermediaria2	1a2	zero	C	0	0	0	8	2	5	0	E	C
2709	PR0105	Valderlangela	03	Transformação	Informar o resultado antes do momento adequado	E	resultado	diagrama	intermediaria2	3a5	um	E	0	0	0	9	3	5	1	E	E
2711	PR0105	Valderlangela	03	Transformação	Repetir associação incorreta do valor gasto	E	outra	diagrama	intermediaria2	3a5	dois	E	0	1	0	10	4	5	2	E	C
2714	PR0105	Valderlangela	03	Transformação	Repetir entrada antecipada do resultado	E	resultado	diagrama	intermediaria2	3a5	tresmais	E	1	1	0	11	5	5	3	E	E
2716	PR0105	Valderlangela	03	Transformação	Repetir associação incorreta do valor gasto	E	outra	diagrama	intermediaria2	6mais	tresmais	E	0	1	0	12	6	5	4	E	C
2721	PR0105	Valderlangela	03	Transformação	Associar número relativo sem sinal	E	sinal	diagrama	intermediaria2	6mais	tresmais	E	1	0	0	13	7	5	5	E	E
2725	PR0105	Valderlangela	03	Transformação	Informar número relativo com sinal incorreto	E	sinal	diagrama	intermediaria2	6mais	tresmais	E	1	1	1	14	8	5	6	E	E
2727	PR0105	Valderlangela	03	Transformação	Associar corretamente o número relativo	C	posicionamento	diagrama	intermediaria2	6mais	tresmais	E	1	1	0	15	9	5	7	E	E
2729	PR0105	Valderlangela	03	Transformação	Associar o estado final	C	posicionamento	diagrama	tardia	6mais	zero	C	0	0	1	16	9	6	0	C	C
2731	PR0105	Valderlangela	03	Transformação	Entrar com resultado incorreto	E	resultado	diagrama	tardia	6mais	zero	C	0	0	0	17	9	7	0	C	C
2734	PR0105	Valderlangela	03	Transformação	Entrar com resultado correto	C	resultado	diagrama	tardia	6mais	um	E	0	0	1	18	10	7	1	E	C
2741	PR0106	Valderlangela	05	Comparação	Identificar o tipo de problema	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2744	PR0106	Valderlangela	05	Comparação	Associar o referente ao modelo	C	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	E
2745	PR0106	Valderlangela	05	Comparação	Associar número relativo sem sinal	E	sinal	diagrama	inicio	zero	zero	C	0	0	0	3	0	2	0	E	C
2748	PR0106	Valderlangela	05	Comparação	Associar incorretamente a diferença ao referido	E	posicionamento	diagrama	intermediaria1	1a2	um	E	1	1	0	4	1	2	1	E	E
2752	PR0106	Valderlangela	05	Comparação	Associar incorretamente o referente ao número relativo	E	posicionamento	diagrama	intermediaria1	1a2	dois	E	1	1	1	5	2	2	2	C	E
2756	PR0106	Valderlangela	05	Comparação	Entrar com o referido	C	outra	diagrama	intermediaria1	3a5	tresmais	E	0	1	0	6	3	2	3	E	E
2757	PR0106	Valderlangela	05	Comparação	Informar a diferença sem sinal	E	sinal	diagrama	intermediaria1	3a5	zero	C	0	1	0	7	3	3	0	E	E
2762	PR0106	Valderlangela	05	Comparação	Associar corretamente o número relativo	C	posicionamento	diagrama	intermediaria2	3a5	um	E	0	1	0	8	4	3	1	E	C
2769	PR0107	Valderlangela	06	Composição	Identificar o tipo de problema	C	categoria	outro	inicio	zero	zero	INICIO	0	0	0	1	0	0	0	C	C
2772	PR0107	Valderlangela	06	Composição	Associar incorretamente o total a uma parte	E	posicionamento	diagrama	inicio	zero	zero	C	0	0	0	2	0	1	0	E	C
2776	PR0107	Valderlangela	06	Composição	Associar corretamente o total ao todo	C	posicionamento	diagrama	inicio	1a2	um	E	0	0	1	3	1	1	1	C	C
2777	PR0107	Valderlangela	06	Composição	Associar corretamente a parte conhecida	C	posicionamento	diagrama	intermediaria1	1a2	zero	C	0	0	1	4	1	2	0	C	C
2779	PR0107	Valderlangela	06	Composição	Entrar com o resultado	C	resultado	diagrama	intermediaria1	1a2	zero	C	0	0	0	5	1	3	0	E	C
